MATRICULA;Admissão;Cargo;DESC. SITUACAO;DIAS DE FÉRIAS;Sindicato;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO;DIAS_UTEIS;VALOR TOTAL VR
26161;;ARQUITETO DE SOFTWARE I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26174;;CONSULTOR TECNICO SAP III;Férias;30.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26182;;ANALISTA DE COMPRAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26183;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26210;;DESENVOLVEDOR III;Férias;5.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26245;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26268;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26273;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26275;;COORDENADOR DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26307;;ANALISTA DE INFRAESTRUTURA DE TI II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
26314;;ASSISTENTE DE ADMINISTRACAO DE PESSOAS;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26322;;EXECUTIVO DE CONTAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26336;;COORDENADOR DE OPERACOES II;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26345;;GERENTE DE PMO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26346;;COORDENADOR DE INFRAESTRUTURA DE TI;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26347;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26361;;DEVELOPER II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26434;;ANALISTA ADMINISTRATIVO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26463;;COORDENADOR DE BPO;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26497;;AGILE COACH I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26545;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26561;;CONSULTOR FUNCIONAL SAP I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26578;;AGILE COACH I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
26609;;DESENVOLVEDOR II;Férias;20.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26611;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26662;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26681;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26702;;DESENVOLVEDOR II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26705;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26716;;ENTERPRISE AGILE COACH;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26720;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26742;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26745;;GERENTE DE PROJETOS II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26781;;AGILE COACH II;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
26787;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26805;;CONSULTOR DE IMPLEMENTACAO III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26809;;ARQUITETO DE SOFTWARE III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26846;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26854;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26856;;ANALISTA DE EXCELENCIA OPERACIONAL I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26859;;COORDENADOR DE ATRACAO E SELECAO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26876;;ANALISTA DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
26892;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26910;;ASSISTENTE DE BPO III;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26925;;ANALISTA DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26927;;ANALISTA DE COMPLIANCE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26949;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
26967;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
26997;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27005;;CONSULTOR FUNCIONAL SAP III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
27009;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27041;;ANALISTA DE PMO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27042;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27059;;ANALISTA DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
27071;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27088;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27113;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27119;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27145;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27154;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27163;;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27198;;ANALISTA CONTABIL-FISCAL I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
27212;;ARQUITETO DE SOLUCOES III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
27226;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-29;OK;0;0.0
27243;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27246;;GERENTE DE COMUNICACAO E MARKETING;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
27257;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27701;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
27732;;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
27761;;ANALISTA DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
27774;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
27792;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
28849;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
