MATRICULA;Admissão;Cargo;DESC. SITUACAO;DIAS DE FÉRIAS;Sindicato;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO;DIAS_UTEIS;VALOR TOTAL VR
34228;;DESENVOLVEDOR I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34229;;ENGENHEIRO DE DADOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34235;;LIDER DE SAP;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34238;;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34239;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34245;;ANALISTA DE QUALIDADE DE SOFTWARE II;Férias;10.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34246;;ANALISTA DEVSECOPS III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34247;;CONSULTOR FUNCIONAL SAP II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34249;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34253;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34258;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34262;;PRODUCT OWNER III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34264;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34265;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34271;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34272;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34276;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34281;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34284;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34288;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34292;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34293;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34294;;LIDER DE SAP;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34296;;ANALISTA DEVSECOPS III;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34297;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34299;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34302;;ANALISTA DE QUALIDADE DE SOFTWARE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34303;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34304;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34307;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34308;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34310;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34311;;DESENVOLVEDOR III;Férias;20.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34312;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34313;;PRODUCT MANAGER II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34318;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34326;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34327;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34328;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34329;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34330;;ASSISTENTE DE BPO I;Auxílio Doença;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;0;0.0
34332;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34333;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34334;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34336;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34339;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34341;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34342;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34343;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34344;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34351;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34352;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34359;;DESENVOLVEDOR I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34360;;DESENVOLVEDOR I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34361;;AGILE MASTER;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34365;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34368;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34369;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34372;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34374;;GERENTE DE OPERACOES I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34375;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34379;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34385;;DESENVOLVEDOR III;Férias;30.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34387;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-15;OK;0;0.0
34399;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34409;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34410;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34414;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34415;;SDR II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34417;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-02;OK;0;0.0
34418;;ANALISTA CONTABIL-FISCAL I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34419;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34422;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34429;;PRODUCT OWNER III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34430;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34432;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34434;;CIENTISTA DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34439;;TECH LEAD II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34442;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34444;;ASSISTENTE DE BPO II;Férias;5.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34447;;NÃO INFORMADO;Férias;30.0;NÃO INFORMADO;;NÃO INFORMADO;0;0.0
34448;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34449;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34451;;ESPECIALISTA DE PRE-VENDAS I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34452;;ANALISTA DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34453;;CIENTISTA DE DADOS ESPECIALISTA II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34459;;DESENVOLVEDOR I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34462;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34464;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34466;;SDR II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34467;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34469;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34470;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34471;;ASSISTENTE DE NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34474;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34476;;CONSULTOR FUNCIONAL SAP I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34477;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-01;NÃO INFORMADO;0;0.0
34481;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34483;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34487;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34492;;CONSULTOR TECNICO SAP III;Férias;10.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34493;;LIDER DE SAP;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34495;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34499;;ARQUITETO DE SOFTWARE III;Férias;5.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34500;;CONSULTOR TECNICO SAP I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34504;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34505;;ANALISTA DEVSECOPS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34506;;ASSISTENTE DE BPO I;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34507;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34511;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34513;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34514;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34516;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34524;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34529;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34532;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO;21;735.0
34534;;PRODUCT OWNER II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;2025-05-29;NÃO INFORMADO;10;350.0
34535;;AGILE MASTER;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34540;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34542;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34543;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34544;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34545;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34546;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34547;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34548;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34550;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34552;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34556;;DESENVOLVEDOR I;Férias;30.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO;22;770.0
34558;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34561;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34566;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34567;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34569;;ANALISTA DE SUPORTE I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34570;;ANALISTA DE SUPORTE I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO;22;825.0
34572;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34573;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
34575;;ASSISTENTE DE BPO I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO;21;735.0
