MATRICULA;Admissão;Cargo;DESC. SITUACAO;DIAS DE FÉRIAS;Sindicato;DATA DEMISSÃO;COMUNICADO DE DESLIGAMENTO
25342;;DESENVOLVEDOR II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
25349;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25379;;TECH LEAD I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
25528;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25565;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25579;;COORDENADOR DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25583;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
25609;;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
25614;;PRODUCT OWNER II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
25619;;COORDENADOR DE COMUNICACAO E MARKETING;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25670;;CONSULTOR ESPECIALISTA TECNICO SAP;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;2025-05-15;OK
25707;;GERENTE DE PROJETOS II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;2025-05-09;OK
25724;;GERENTE DE OPERACOES II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
25770;;ANALISTA ADMINISTRATIVO II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
25846;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25857;;ANALISTA DE CONTROLADORIA III;Auxílio Doença;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25872;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25931;;GERENTE DE CUSTOMER SUCCESS;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25934;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25975;;COORDENADOR DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
25978;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26042;;ARQUITETO DE SOFTWARE III;Férias;30.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26051;;GERENTE DE SERVICOS SENIOR;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26055;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26084;;ARQUITETO DE SOFTWARE III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26095;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26129;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26139;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-02;OK
26147;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26161;;ARQUITETO DE SOFTWARE I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26174;;CONSULTOR TECNICO SAP III;Férias;30.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26182;;ANALISTA DE COMPRAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26183;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26210;;DESENVOLVEDOR III;Férias;5.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26245;;GERENTE DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26268;;DESENVOLVEDOR III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26273;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26275;;COORDENADOR DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26307;;ANALISTA DE INFRAESTRUTURA DE TI II;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
26314;;ASSISTENTE DE ADMINISTRACAO DE PESSOAS;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26322;;EXECUTIVO DE CONTAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26336;;COORDENADOR DE OPERACOES II;Férias;15.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26345;;GERENTE DE PMO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26346;;COORDENADOR DE INFRAESTRUTURA DE TI;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26347;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26361;;DEVELOPER II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26434;;ANALISTA ADMINISTRATIVO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26463;;COORDENADOR DE BPO;Férias;10.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26497;;AGILE COACH I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26545;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26561;;CONSULTOR FUNCIONAL SAP I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26578;;AGILE COACH I;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
26609;;DESENVOLVEDOR II;Férias;20.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26611;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26662;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26681;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26702;;DESENVOLVEDOR II;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26705;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26716;;ENTERPRISE AGILE COACH;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26720;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26742;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26745;;GERENTE DE PROJETOS II;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26781;;AGILE COACH II;Férias;5.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
26787;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26805;;CONSULTOR DE IMPLEMENTACAO III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26809;;ARQUITETO DE SOFTWARE III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26846;;ANALISTA DE SISTEMAS E NEGOCIOS III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26854;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26856;;ANALISTA DE EXCELENCIA OPERACIONAL I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26859;;COORDENADOR DE ATRACAO E SELECAO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26876;;ANALISTA DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
26892;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26910;;ASSISTENTE DE BPO III;Férias;30.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26925;;ANALISTA DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26927;;ANALISTA DE COMPLIANCE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26949;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
26967;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
26997;;ANALISTA DE QUALIDADE DE SOFTWARE III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27005;;CONSULTOR FUNCIONAL SAP III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
27009;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27041;;ANALISTA DE PMO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27042;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27059;;ANALISTA DE DADOS III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
27071;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27088;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27113;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27119;;ANALISTA DE SISTEMAS E NEGOCIOS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27145;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27154;;LIDER DE BPO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27163;;ANALISTA DE QUALIDADE DE SOFTWARE I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27198;;ANALISTA CONTABIL-FISCAL I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
27212;;ARQUITETO DE SOLUCOES III;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
27226;;NÃO INFORMADO;NÃO INFORMADO;0.0;NÃO INFORMADO;2025-05-29;OK
27243;;ANALISTA DE SUPORTE II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27246;;GERENTE DE COMUNICACAO E MARKETING;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
27257;;ASSISTENTE DE BPO III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27701;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
27732;;ANALISTA DE ADMINISTRACAO DE PESSOAS I;Trabalhando;0.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
27761;;ANALISTA DE DADOS III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
27774;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
27792;;COORDENADOR DE OPERACOES I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28849;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28899;;ARQUITETO DE SOLUCOES I;Trabalhando;0.0;SINDPD SP - SIND.TRAB.EM PROC DADOS E EMPR.EMPRESAS PROC DADOS ESTADO DE SP.;;NÃO INFORMADO
28913;;ANALISTA DEVSECOPS II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28927;;GERENTE DE GERACAO DE DEMANDAS;Férias;20.0;SITEPD PR - SIND DOS TRAB EM EMPR PRIVADAS DE PROC DE DADOS DE CURITIBA E REGIAO METROPOLITANA;;NÃO INFORMADO
28945;;ASSISTENTE DE BPO II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28976;;DESENVOLVEDOR III;Trabalhando;0.0;SINDPD RJ - SINDICATO PROFISSIONAIS DE PROC DADOS DO RIO DE JANEIRO;;NÃO INFORMADO
28979;;ANALISTA DE CONTROLADORIA II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28989;;DESENVOLVEDOR II;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
28996;;LIDER TECNICO PLENO;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
29033;;ANALISTA DE COMPRAS I;Trabalhando;0.0;SINDPPD RS - SINDICATO DOS TRAB. EM PROC. DE DADOS RIO GRANDE DO SUL;;NÃO INFORMADO
